Uniprot_ID	KEGG_rno	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
Q8K1Q0	rno:259274	2.3.1.97		AJ492222,BC097277					259274						IPR000903,IPR016181,IPR022676,IPR022677,IPR022678	rno:259274		PF01233,PF02799	R-RNO-2514859,R-RNO-75108	NP_683689.1							
Q8K1Q3	rno:266769			AJ427482,CH473968,L32829					266769						IPR000276,IPR000723,IPR000984,IPR017452	rno:266769		PF00001		NP_714949.2,XP_006239068.1							
Q8K3P4	rno:259272			AY043393					259272						IPR000504,IPR012677,IPR034126,IPR035979	rno:259272		PF00076		NP_683688.1,XP_063127158.1							
Q8K3P7	NA			AY040767,CF977728											IPR011146,IPR036265			PF11969									
Q8K3V5	rno:260327			AABR03042295,AABR03047757,AF529211					260327						IPR003961,IPR013783,IPR036116,IPR052120	rno:260327		PF00041		NP_001257910.1,XP_038965257.1							
Q8K3Y7	rno:252878			AF520787					252878						IPR006052,IPR006053,IPR008983	rno:252878		PF00229	R-RNO-5669034	NP_665708.1							
Q8K422	rno:24664			AF510391,BC058443					24664						IPR001941,IPR013531,IPR013532,IPR013593,IPR050878	rno:24664		PF00976,PF08035,PF08384		NP_647542.1,XP_017449522.1,XP_063117621.1							
Q8K4B1	rno:246759			AF462610,AF537208,BC087594					246759						IPR001089,IPR001811,IPR018048,IPR033899,IPR036048,IPR039809	rno:246759		PF00048	R-RNO-380108,R-RNO-418594	NP_663705.1							
Q8K4G9	rno:170672			AB091379,AF309631,AF400653,AY039651,BC098649					170672						IPR001107,IPR001972,IPR036013,IPR043202	rno:170672		PF01145	R-RNO-373753	NP_570841.2,XP_038946219.1							
Q8K4I4	rno:246238			AF393750					246238						IPR017942,IPR017943,IPR051902	rno:246238		PF01273	R-RNO-6803157	NP_742028.1							
Q8K4I6	rno:246768			AF393211					246768						IPR028118	rno:246768		PF14645	R-RNO-3769402	NP_663709.1,XP_006242029.1,XP_038934353.1,XP_038934354.1,XP_038934355.1,XP_063119067.1							
Q8K4K7	rno:286965			AF336113,BC158575					286965						IPR026111,IPR027817,IPR038095	rno:286965		PF14705		NP_787038.1							
Q8K4M9	rno:259221			AB089316					259221						IPR000648,IPR001849,IPR002110,IPR011993,IPR018494,IPR036770,IPR037239	rno:259221		PF01237,PF12796	R-RNO-192105,R-RNO-2132295	NP_742020.1							
Q8K4S3	NA			AB075229											IPR011701,IPR036259			PF07690									
Q8K582	rno:246185			AF508021,AY327509,AY327510					246185						IPR013785,IPR018517,IPR035587	rno:246185		PF01207		NP_742015.1							
Q8K589	rno:246142			AF506761					246142						IPR028192	rno:246142		PF15185	R-RNO-139910	NP_001388720.1,NP_640351.1							
Q8R1R5	NA			AB031014,AF481858					171485						IPR022078			PF12301		NP_001396499.1,NP_001420426.1,NP_604454.1,XP_006251738.1,XP_008768818.1,XP_017443944.1							
Q8R2H3	rno:192675			AJ421029,BC081725					192675						IPR029181	rno:192675		PF15462	R-RNO-2672351	NP_620435.1							
Q8R2H4	rno:266772			AJ133126,BC086983					266772						IPR000210,IPR006652,IPR011333,IPR011705,IPR015915,IPR017096	rno:266772		PF00651,PF01344,PF07707,PF24681	R-RNO-4641258	NP_714952.1,XP_006249907.1,XP_017454168.1							
Q8R415	rno:192649			AY089975					192649						IPR000276,IPR000611,IPR017452	rno:192649		PF00001	R-RNO-375276,R-RNO-416476	NP_620434.1							
Q8R416	rno:192648			AB158419,AB158420,AY089974					192648						IPR000276,IPR000611,IPR017452	rno:192648		PF00001	R-RNO-375276,R-RNO-416476	NP_620433.1,XP_006236883.1							
Q8R478	rno:192645			AF499026					192645						IPR004182,IPR044852	rno:192645		PF02893		NP_620431.1							
Q8R496	rno:192209			AF492385,BC078729					192209						IPR020984,IPR052316	rno:192209		PF11357		NP_620210.1,XP_006239830.1,XP_063117597.1,XP_063117600.1							
Q8R508	NA			AB076401					191571						IPR000152,IPR000742,IPR001791,IPR001881,IPR002126,IPR013032,IPR013320,IPR015919,IPR018097,IPR020894			PF00008,PF00028,PF02210,PF12661		NP_612553.1							
Q8R512	rno:192207			AB072920,BC078730					192207						IPR001012,IPR012989,IPR029071,IPR036241	rno:192207		PF00789,PF08059	R-RNO-9696264,R-RNO-9696270,R-RNO-9696273	NP_620208.1							
Q8R515	rno:171159			AB072439					171159						IPR001356,IPR009057,IPR013087,IPR024578,IPR036236,IPR041057	rno:171159		PF00046,PF11569,PF18387		NP_598304.1							
Q8R523	rno:171011			AB070605,AF454549,AF454550					171011						IPR000210,IPR003131,IPR003968,IPR003971,IPR005821,IPR011333,IPR027359,IPR028325	rno:171011		PF00520,PF02214	R-RNO-1296072	NP_001029129.1,NP_596917.2							
Q8R5I0	rno:156873			AF294353,AF467250					156873						IPR003092,IPR003280,IPR008073,IPR013099	rno:156873		PF07885	R-RNO-5576886	NP_570826.1							
Q8R5I4	rno:170668			AF465263,AF465264					170668						IPR000651,IPR001895,IPR002048,IPR002219,IPR008937,IPR023578,IPR036964,IPR046349	rno:170668		PF00130,PF00617	R-RNO-5673001	NP_570837.2							
Q8R5K6	NA			AF349723											IPR002087,IPR015676,IPR036054			PF07742									
Q8R5L7	rno:63851			AB079500					63851						IPR002209,IPR008996	rno:63851		PF00167		NP_071559.2							
Q8R5M3	rno:246296			AB071036					246296						IPR000483,IPR001611,IPR003591,IPR025875,IPR032675	rno:246296		PF00560,PF12799,PF13855		NP_659551.1							
Q8R5M5	rno:171385	4.1.1.45		AB069781					171385						IPR006680,IPR032465,IPR032466	rno:171385		PF04909		NP_599199.1							
Q8VH46	rno:140935			AY063759					140935						IPR001849,IPR011993,IPR030113	rno:140935		PF00169		NP_543176.1							
Q8VHD7	rno:140595			AC097778,AY029071,CH473993					140595						IPR000276,IPR000611,IPR017452	rno:140595		PF00001		NP_536336.1							
Q8VHK6	NA			AF448818											IPR003532,IPR003961,IPR013783,IPR015321,IPR036116			PF09240	R-RNO-6785807								
Q8VHM6	rno:114205			AF103950,AF440799,BC059117					114205						IPR005574,IPR006590,IPR010997,IPR038324,IPR038846	rno:114205		PF03874	R-RNO-76061,R-RNO-76066,R-RNO-76071	NP_446122.1							
Q8VHU4	rno:140934			AF388201					140934						IPR006849,IPR015943,IPR056164,IPR056165,IPR056166,IPR056167,IPR056169	rno:140934		PF04762,PF23797,PF23878,PF23925,PF23936		NP_543175.1							
Q8VI81	rno:170582			AB078900,LR130386					170582						IPR002209,IPR008996,IPR035444	rno:170582		PF00167	R-RNO-109704,R-RNO-1257604,R-RNO-1307965,R-RNO-190322,R-RNO-5654228,R-RNO-5654712,R-RNO-5654719,R-RNO-5654720,R-RNO-5654733,R-RNO-5673001,R-RNO-6811558	NP_570109.1							
Q8VIJ4	rno:252924			BC061822,CH473960,L26398					252924						IPR000536,IPR001628,IPR001723,IPR013088,IPR035500,IPR048245,IPR048246,IPR050274	rno:252924		PF00104,PF00105	R-RNO-383280	NP_665723.1,XP_008763438.1,XP_017450160.1,XP_038934386.1,XP_038934387.1							
Q8VIL3	rno:257644			AF439397,AF532776,BC063144					257644						IPR029092	rno:257644		PF15556	R-RNO-141444,R-RNO-2467813,R-RNO-2500257,R-RNO-5663220,R-RNO-68877,R-RNO-9648025	NP_671479.1,XP_038954393.1,XP_063135057.1							
Q91VC0	rno:192252			AF331839,AY029335					192252						IPR025984,IPR052555	rno:192252		PF12643		NP_620247.1							
Q91XN4	rno:83837			AF387513,BC070516					83837						IPR009345,IPR045806,IPR045807,IPR045860	rno:83837		PF06211,PF19337	R-RNO-2173788	NP_620782.1							
Q91XN5	NA			AF386758					60357						IPR008795			PF05478		NP_068519.2,XP_038948292.1,XP_063129606.1							
Q91XU7	rno:93662			AB053449					93662						IPR002126,IPR015919,IPR020894,IPR039808	rno:93662		PF00028		NP_446024.1							
Q91XV6	rno:63847			AB030908,AF142439,BC072528					63847						IPR000272,IPR047297	rno:63847		PF02038	R-RNO-5578775,R-RNO-936837	NP_071288.1,XP_008764393.1							
Q91XV7	rno:117582			AB028891					117582						IPR038962	rno:117582				NP_476560.1							
Q91Y78	rno:498560			AB043959					498560						IPR001578,IPR036959,IPR038765,IPR057254	rno:498560		PF01088	R-RNO-5689603,R-RNO-8866652,R-RNO-8951664	NP_001103635.1							
Q91Z62	rno:171043			AY059628					171043						IPR036047,IPR040394	rno:171043			R-RNO-8951664,R-RNO-983168	NP_598205.1							
Q91Z80	rno:140592			AY057064					140592						IPR001660,IPR013761,IPR029515,IPR037620,IPR037621,IPR037622	rno:140592		PF00536,PF07647	R-RNO-181429,R-RNO-181430,R-RNO-210500,R-RNO-212676,R-RNO-264642,R-RNO-388844	NP_536334.1							
Q91ZF1	rno:170847			AY028455					170847						IPR003270,IPR013518,IPR014756,IPR016449,IPR040445,IPR041647	rno:170847		PF01007,PF17655	R-RNO-1296041,R-RNO-997272	NP_001420794.1,NP_001420795.1,NP_001420796.1,NP_001420797.1,NP_001420798.1,NP_001420799.1,NP_001420800.1,NP_579855.1,XP_006248190.1,XP_006248191.1,XP_006248193.1,XP_006248194.1,XP_006248195.1,XP_006248197.1,XP_006248201.1,XP_006248203.1,XP_008766772.1,XP_008766773.1,XP_008766774.1,XP_008766775.1,XP_017453350.1,XP_017453351.1,XP_017453352.1,XP_038943852.1,XP_063126322.1							
Q91ZR7	rno:257647			AF406814,BC085695,BC086986					257647						IPR007271	rno:257647		PF04142		NP_001419676.1,NP_001419677.1,NP_671481.2,XP_006254590.1,XP_006254591.1,XP_008770241.1							
Q91ZY1	rno:170704			AF358860					170704						IPR000276,IPR008102,IPR017452	rno:170704		PF00001	R-RNO-390650,R-RNO-418594	NP_571984.1							
Q920H8	rno:117240			AF246120					117240						IPR002355,IPR008972,IPR011706,IPR011707,IPR033138,IPR045087,IPR048236	rno:117240		PF07731,PF07732	R-RNO-425410,R-RNO-917937	NP_579838.1,XP_006257108.1,XP_006257110.1,XP_006257111.1,XP_008771470.1,XP_008771471.1,XP_008771472.1,XP_038955348.1,XP_038955349.1,XP_038955350.1,XP_038955351.1,XP_038955352.1,XP_038955354.1,XP_063135830.1							
Q920I0	rno:171406			AF239745,AF239746,AF239747,AF239748,BC100138,BC127474					171406						IPR001400,IPR009079	rno:171406		PF00103		NP_599212.1,XP_006253966.1,XP_006253967.1							
Q921A3	rno:29168			AJ312394,BX883052					29168						IPR000626,IPR019956,IPR029071,IPR042969	rno:29168		PF00240	R-RNO-8951664	NP_445751.2							
Q923K1	rno:170634			AF456324,AY032620					170634						IPR000068,IPR000337,IPR001828,IPR011500,IPR017978,IPR017979,IPR028082,IPR038550	rno:170634		PF00003,PF01094,PF07562	R-RNO-418594,R-RNO-420499,R-RNO-9717207	NP_570831.1,XP_008762556.1							
Q923V4	rno:192351			AF393484,BC063148					192351						IPR001810,IPR007397,IPR008979,IPR036047,IPR039752	rno:192351		PF04300,PF12937	R-RNO-8951664,R-RNO-983168	NP_620272.3,XP_006239434.1,XP_006239435.1,XP_006239436.1,XP_006239437.1,XP_063143220.1							
Q923V8	rno:113922			AF390544,BC060547					113922						IPR014912,IPR036249,IPR038219,IPR039992	rno:113922		PF08806		NP_579831.2							
Q923Y6	rno:319107			AF380190					319107						IPR000276,IPR009132,IPR009133,IPR017452,IPR050569	rno:319107		PF00001	R-RNO-375280	NP_783192.1							
Q923Y7	rno:294122			AF380188					294122						IPR000276,IPR009132,IPR017452,IPR050569	rno:294122		PF00001		NP_783173.1							
Q923Y9	rno:113914			AF380186,AF421352,AY702315					113914						IPR000276,IPR009132,IPR009133,IPR017452,IPR050569	rno:113914		PF00001	R-RNO-375280	NP_599155.1							
Q924K2	rno:140657			AF293459					140657						IPR001012,IPR006577,IPR029071,IPR033043,IPR036249,IPR044541,IPR049483,IPR050730	rno:140657		PF00789,PF14555,PF21021		NP_569090.1							
Q924S1	rno:170919			AB067572,BC086992					170919						IPR002123,IPR032098	rno:170919		PF01553,PF16076	R-RNO-1483166	NP_596897.1,XP_006227919.1							
Q924S4	rno:114107			AB065090					114107						IPR000001,IPR000859,IPR002889,IPR013806,IPR017076,IPR018056,IPR035914,IPR038178,IPR051836	rno:114107		PF00051,PF00431,PF01822	R-RNO-3772470	NP_446101.1							
Q924T8	rno:114099			AB052685					114099						IPR000276,IPR004071,IPR013310,IPR017452	rno:114099		PF00001	R-RNO-391906,R-RNO-416476	NP_446093.1,XP_006257220.1							
Q924T9	rno:170926			AB052661					170926						IPR000276,IPR004071,IPR013311,IPR017452	rno:170926		PF00001	R-RNO-391906,R-RNO-416476	NP_596904.1,XP_008769065.1							
Q924Y8	rno:192251			AY030276					192251						IPR017452	rno:192251				NP_620246.1,XP_017446091.1							
Q925B5	rno:80977			AF313453,AF375466					80977						IPR000008,IPR028692,IPR035892	rno:80977		PF00168		NP_110466.2							
Q925N6	rno:302822			AF322216,AF322217,BC060309,BC127478					302822						IPR003598,IPR003599,IPR007110,IPR013783,IPR036179,IPR050412	rno:302822		PF13895,PF13927		NP_786939.1,XP_038955606.1,XP_063136030.1							
Q99JD3	rno:171151			AJ289714,BC089099					171151						IPR018108,IPR023395,IPR051752	rno:171151		PF00153	R-RNO-71064	NP_598298.1,XP_006240176.1							
Q99M63	rno:117541			AY029526					117541						IPR001680,IPR006594,IPR006595,IPR015943,IPR019775,IPR020472,IPR036322,IPR045184,IPR054532	rno:117541		PF00400,PF17814	R-RNO-72163	NP_476543.1							
Q99M76	rno:114522			AY027880					114522						IPR011989,IPR013721,IPR016024,IPR020839,IPR039662,IPR056396	rno:114522		PF08514,PF21581,PF24571		NP_446182.1,XP_006249082.1,XP_038944943.1,XP_038944944.1,XP_038944945.1							
Q99ML5	rno:246302			AF332142,BC078719					246302						IPR010795,IPR017046,IPR036188	rno:246302		PF07156,PF13450		NP_659553.1							
Q99MS0	NA			AF309558											IPR001251,IPR009038,IPR011074,IPR036273,IPR036598,IPR036865,IPR051064			PF00650,PF03765									
Q99MU5	NA			AB046606,AF291466,BC126081											IPR032732,IPR042769			PF14909									
Q99NH3	rno:171452			AY026049					171452						IPR009449,IPR040351	rno:171452		PF06428	R-RNO-8876198	NP_599238.1							
Q99P55	NA			AABR03048654,AABR03050704,AF329638											IPR000326,IPR036938			PF01569	R-RNO-9845614								
Q99PJ7	rno:286996			AF277902					286996						IPR001909,IPR013087,IPR036051,IPR036236	rno:286996		PF00096,PF01352	R-RNO-212436	NP_775452.1							
Q99PK0	rno:245976			AF277899,BC081723					245976						IPR003107,IPR011990,IPR019734,IPR045075,IPR055430,IPR055433,IPR056350	rno:245976		PF23220,PF23231,PF23233	R-RNO-6781823,R-RNO-6782135,R-RNO-6782210,R-RNO-72163	NP_620809.1							
Q99PR0	rno:84430	2.4.1.109		AF192388,BC070912					84430						IPR003342,IPR016093,IPR027005,IPR032421,IPR036300	rno:84430		PF02366,PF02815,PF16192	R-RNO-5173105	NP_445858.1,XP_038961907.1							
Q99PT0	rno:85432			AB055628					85432						IPR001650,IPR011545,IPR014001,IPR014014,IPR027417,IPR044764,IPR050079	rno:85432		PF00270,PF00271	R-RNO-6791226	NP_445977.1							
Q99PV2	rno:114095			AB046544,BC098660					114095						IPR001619,IPR027482,IPR036045,IPR043127,IPR043154	rno:114095		PF00995	R-RNO-114516	NP_446089.1							
Q9EP86	NA			AB040103,AF268901											IPR000276,IPR005395,IPR005396,IPR017452			PF00001	R-RNO-389397,R-RNO-416476								
Q9EPJ0	rno:64709			AJ237669,BC078818					64709						IPR052003	rno:64709				NP_073636.1							
Q9EPX0	rno:113906			AF314540,BC061748					113906						IPR001436,IPR002068,IPR008978,IPR042790,IPR043254	rno:113906		PF00011	R-RNO-3371571	NP_446064.1							
Q9EPZ8	NA	2.3.2.27		AF306394											IPR001841,IPR013083,IPR042494			PF13639									
Q9EQ10	rno:100310874			AF303035					100310874						IPR027417,IPR038932	rno:100310874				NP_001160148.1,NP_001388166.1,XP_006241250.1,XP_006241251.1,XP_006241252.1							
Q9EQC9	NA			AF272158											IPR002857,IPR040388			PF02008									
Q9EQD2	rno:78964			AF268900					78964						IPR000276,IPR005395,IPR005397,IPR017452	rno:78964		PF00001	R-RNO-389397,R-RNO-416476	NP_001399325.1,NP_076470.1,XP_006250849.1,XP_017454875.1,XP_063129721.1							
Q9EQS4	rno:24962	4.4.1.1		AB052882,AY032875,BC078869					24962						IPR000277,IPR015421,IPR015422,IPR015424,IPR054542	rno:24962		PF01053		NP_058770.2,XP_008759796.1							
Q9ER26	rno:66022			AJ296090					66022						IPR000210,IPR003131,IPR003968,IPR003971,IPR005821,IPR011333,IPR027359,IPR028325	rno:66022		PF00520,PF02214	R-RNO-1296072	NP_076456.1							
Q9ERE6	rno:116504			AF311311,BC098911					116504						IPR001849,IPR011993,IPR039597,IPR052223	rno:116504		PF00169		NP_001029194.1,NP_446266.2							
Q9ERS1	rno:64119			AF287300					64119						IPR003280,IPR005410,IPR013099	rno:64119		PF07885	R-RNO-5576886	NP_071628.1							
Q9ERU2	rno:360389			AF281635,BC090354					360389						IPR013087,IPR036236	rno:360389		PF00096		NP_001012763.1,XP_006237249.1,XP_006237251.1,XP_006237252.1,XP_008761471.1							
Q9ES02	rno:79110			AC136829,AF260922,AF530558,AF530559,CH474022,FJ999701					79110						IPR009837	rno:79110		PF07175	R-RNO-381426,R-RNO-8957275	NP_077056.1,XP_006250697.1							
Q9ES67	rno:78966			AF225961					78966						IPR000219,IPR001331,IPR001478,IPR001849,IPR011993,IPR015212,IPR016137,IPR035899,IPR036034,IPR036305,IPR037803,IPR037889,IPR041020,IPR044926	rno:78966		PF00595,PF00621,PF09128,PF17838	R-RNO-193648,R-RNO-416482,R-RNO-416572,R-RNO-8980692,R-RNO-9013026,R-RNO-9013148,R-RNO-9013149	NP_076472.1							
Q9ESC2	rno:64104			AB055423,AF191769					64104						IPR007084,IPR043405	rno:64104		PF04089		NP_071626.1							
Q9ESK8	rno:66016			AB050637,AY028605					66016						IPR003930	rno:66016		PF03185	R-RNO-1296052	NP_076450.1							
Q9ESM0	rno:50560			AB049151,BC078702					50560						IPR005522,IPR038286	rno:50560		PF03770	R-RNO-1855167,R-RNO-1855191	NP_445768.1,XP_006243901.1							
Q9ESN0	rno:63912			AB046718					63912						IPR026088	rno:63912				NP_071578.2							
Q9ESS6	rno:78958			AB035510,BC072479,CH473979					78958						IPR003598,IPR003599,IPR007110,IPR013162,IPR013783,IPR036179,IPR051116	rno:78958		PF08205,PF13895,PF13927		NP_113940.1							
Q9EST9	rno:66017			AB020021					66017						IPR002209,IPR008996	rno:66017		PF00167	R-RNO-109704,R-RNO-1257604,R-RNO-190322,R-RNO-190371,R-RNO-190372,R-RNO-190373,R-RNO-190375,R-RNO-5654219,R-RNO-5654221,R-RNO-5654227,R-RNO-5654228,R-RNO-5654687,R-RNO-5654688,R-RNO-5654689,R-RNO-5654693,R-RNO-5654695,R-RNO-5654699,R-RNO-5654700,R-RNO-5654704,R-RNO-5654706,R-RNO-5654710,R-RNO-5654712,R-RNO-5654719,R-RNO-5654720,R-RNO-5654726,R-RNO-5654727,R-RNO-5654732,R-RNO-5654733,R-RNO-5673001,R-RNO-6811558	NP_076451.1							
Q9JHS6	rno:63882			AJ242554,AJ271642					63882						IPR001873,IPR020903	rno:63882		PF00858	R-RNO-2672351	NP_071570.2							
Q9JHW0	rno:85492		CPX-8965	AF285103,BC060551					85492						IPR000243,IPR001353,IPR016050,IPR023333,IPR024689,IPR029055	rno:85492		PF00227,PF12465	R-RNO-1169091,R-RNO-1234176,R-RNO-1236978,R-RNO-174084,R-RNO-174113,R-RNO-174154,R-RNO-174178,R-RNO-174184,R-RNO-187577,R-RNO-195253,R-RNO-2467813,R-RNO-349425,R-RNO-350562,R-RNO-382556,R-RNO-450408,R-RNO-4608870,R-RNO-4641257,R-RNO-4641258,R-RNO-5358346,R-RNO-5607761,R-RNO-5610780,R-RNO-5610785,R-RNO-5632684,R-RNO-5658442,R-RNO-5668541,R-RNO-5676590,R-RNO-5687128,R-RNO-5689603,R-RNO-5689880,R-RNO-6798695,R-RNO-68867,R-RNO-68949,R-RNO-69017,R-RNO-69481,R-RNO-69601,R-RNO-75815,R-RNO-8852276,R-RNO-8854050,R-RNO-8939236,R-RNO-8941858,R-RNO-8948751,R-RNO-8951664,R-RNO-9755511,R-RNO-9762114,R-RNO-983168,R-RNO-9907900	NP_445984.1							
Q9JI24	rno:170819			AF269251					170819						IPR009079,IPR020423,IPR020443,IPR020444	rno:170819			R-RNO-8854691	NP_579845.1							
Q9JIA3	NA			AF246634											IPR002110,IPR036770			PF00023,PF12796	R-RNO-1169091,R-RNO-1810476,R-RNO-445989,R-RNO-933542								
Q9JIR0	NA			AABR03073157,AF199337,AF199338											IPR001452,IPR003961,IPR013783,IPR035753,IPR035755,IPR036028,IPR036116,IPR040325			PF07653,PF14604	R-RNO-181429,R-RNO-181430,R-RNO-196108,R-RNO-210500,R-RNO-212676,R-RNO-264642								
Q9JIT3	rno:84424			AF186092					84424						IPR001680,IPR005617,IPR009146,IPR015943,IPR019775,IPR036322	rno:84424		PF00400,PF03920	R-RNO-201722,R-RNO-3769402,R-RNO-4641265,R-RNO-9018519	NP_445852.1							
Q9JIY6	rno:171084			AF163318,BC081733					171084						IPR000182,IPR016181,IPR050769	rno:171084		PF00583		NP_598242.1,XP_008761325.1,XP_008761326.1,XP_008761327.1,XP_008761328.1,XP_008761329.1,XP_017448499.1,XP_038962908.1							
Q9JJI5	NA			AB038649,AC112440,AF242873											IPR000276,IPR005390,IPR005391,IPR017452			PF00001	R-RNO-375276,R-RNO-416476,R-RNO-418594								
Q9JJI7	rno:114093			AB049189,BC097271					114093						IPR000082,IPR000859,IPR001254,IPR002172,IPR009003,IPR017051,IPR018114,IPR023415,IPR033116,IPR035914,IPR036055,IPR036364,IPR043504	rno:114093		PF00057,PF00089,PF00431,PF01390		NP_446087.1,XP_038936588.1							
Q9JJP0	rno:81826			AB000489					81826						IPR001204	rno:81826		PF01384	R-RNO-427652	NP_112410.1,XP_006235053.1							
Q9JJS5	NA			AJ278266											IPR000906,IPR001452,IPR035456,IPR036028,IPR056181,IPR056182,IPR056183			PF00018,PF00791,PF07653,PF23637,PF23640,PF24094	R-RNO-9639288								
Q9JK15	rno:56826			AJ238993					56826						IPR001164,IPR001849,IPR011993,IPR037278,IPR037849,IPR037851,IPR038508,IPR052589	rno:56826		PF00169,PF01412		NP_064486.1							
Q9JK72	rno:84485			AF255305,BC158586					84485						IPR001424,IPR006121,IPR018152,IPR024134,IPR036163,IPR036423	rno:84485		PF00080,PF00403	R-RNO-3299685	NP_445877.1							
Q9JK79	rno:245978			AF253064,AF253065					245978						IPR008253,IPR050578	rno:245978		PF01284		NP_620811.1,XP_038953401.1							
Q9JKB5	rno:84481			AF245512					84481						IPR001606,IPR002999,IPR012603,IPR028853,IPR036431,IPR047474,IPR047476,IPR051232	rno:84481		PF01388,PF08169	R-RNO-3214815	NP_445873.1							
