Organism_Code	Organism_Name
blon	Bifidobacterium longum subsp. infantis ATCC 15697 (Tokyo)
blf	Bifidobacterium longum subsp. infantis 157F
bll	Bifidobacterium longum subsp. longum JDM301
blb	Bifidobacterium longum subsp. longum BBMN68
blm	Bifidobacterium longum subsp. longum JCM 1217
blk	Bifidobacterium longum subsp. longum KACC 91563
blg	Bifidobacterium longum subsp. longum F8
blz	Bifidobacterium longum subsp. longum GT15
blx	Bifidobacterium longum BXY01
bad	Bifidobacterium adolescentis ATCC 15703
badl	Bifidobacterium adolescentis 22L
bado	Bifidobacterium adolescentis BBMN23
bfj	Bifidobacterium adolescentis JCM 19861
bla	Bifidobacterium animalis subsp. lactis AD011
blc	Bifidobacterium animalis subsp. lactis Bl-04
blt	Bifidobacterium animalis subsp. lactis DSM 10140
bbb	Bifidobacterium animalis subsp. lactis BB-12
bbc	Bifidobacterium animalis subsp. lactis BLC1
bnm	Bifidobacterium animalis subsp. lactis CNCM I-2494
blv	Bifidobacterium animalis subsp. lactis V9
blw	Bifidobacterium animalis subsp. lactis B420
bls	Bifidobacterium animalis subsp. lactis Bi-07
bani	Bifidobacterium animalis subsp. lactis Bl12
banl	Bifidobacterium animalis subsp. lactis ATCC 27673
bni	Bifidobacterium animalis subsp. animalis ATCC 25527
banm	Bifidobacterium animalis RH
bde	Bifidobacterium dentium Bd1
bdn	Bifidobacterium dentium JCM 1195 = DSM 20436
bbp	Bifidobacterium bifidum PRL2010
bbi	Bifidobacterium bifidum S17
bbf	Bifidobacterium bifidum BGN4
bbv	Bifidobacterium breve ACS-071-V-Sch8b
bbru	Bifidobacterium breve UCC2003
bbre	Bifidobacterium breve 12L
bbrv	Bifidobacterium breve 689b
bbrj	Bifidobacterium breve JCM 7017
bbrc	Bifidobacterium breve JCM 7019
bbrn	Bifidobacterium breve NCFB 2258
bbrs	Bifidobacterium breve S27
bbrd	Bifidobacterium breve DSM 20213 = JCM 1192
bast	Bifidobacterium asteroides
btp	Bifidobacterium thermophilum
bcor	Bifidobacterium coryneforme
bii	Bifidobacterium indicum
bka	Bifidobacterium catenulatum PV20-2
bks	Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854
bcat	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
bpsp	Bifidobacterium pseudolongum
bang	Bifidobacterium angulatum
bpsc	Bifidobacterium pseudocatenulatum
bsca	Bifidobacterium scardovii
bact	Bifidobacterium actinocoloniiforme
bcho	Bifidobacterium choerinum
bgx	Bifidobacterium pullorum subsp. gallinarum
blem	Bifidobacterium lemurum
beu	Bifidobacterium eulemuris
bsue	Bifidobacterium subtile
baqk	Bifidobacterium aquikefiricola
bfk	Bifidobacterium fermentum
gvg	Gardnerella vaginalis ATCC 14019
gva	Gardnerella vaginalis 409-05
gvh	Gardnerella vaginalis HMP9231
gpt	Gardnerella piotii
gsw	Gardnerella swidsinskii
sij	Scardovia inopinata
pdo	Parascardovia denticolens
bapk	Bombiscardovia apis
bnk	Bombiscardovia nodaiensis
aey	Actinopolyspora erythraea
plan	Candidatus Planktophila lacus
plak	Candidatus Planktophila dulcis
plim	Candidatus Planktophila limnetica
psuf	Candidatus Planktophila sulfonica
pvs	Candidatus Planktophila versatilis
pvn	Candidatus Planktophila vernalis
abam	Candidatus Nanopelagicus limnes
nhi	Candidatus Nanopelagicus hibericus
nab	Candidatus Nanopelagicus abundans
eke	Epidermidibacterium keratini
jtl	Jatrophihabitans telluris
jcy	Jatrophihabitans cynanchi
abai	Actinobacteria bacterium
rxy	Rubrobacter xylanophilus
rrd	Rubrobacter radiotolerans
rub	Rubrobacter tropicus
rmar	Rubrobacter marinus
bsol	Baekduia soli
bala	Baekduia alba
pbaj	Svornostia abyssi
cwo	Conexibacter woesei
parn	Paraconexibacter antarcticus
parq	Paraconexibacter sp. AEG42_29
sbae	Capillimicrobium parvum
talu	Thermoleophilum album
afo	Acidimicrobium ferrooxidans
aym	Ilumatobacter coccineus
atq	Actinomarinicola tropica
aqz	Aquihabitans sp. G128
iam	Iamia sp. SCSIO 61187
ima	Iamia majanohamensis
dhi	Dermatobacter hominis
syn	Synechocystis sp. PCC 6803
syz	Synechocystis sp. PCC 6803
syy	Synechocystis sp. PCC 6803 GT-S
syt	Synechocystis sp. PCC 6803 GT-I
sys	Synechocystis sp. PCC 6803 PCC-N
syq	Synechocystis sp. PCC 6803 PCC-P
syj	Synechocystis sp. PCC 6714
syo	Synechocystis sp. IPPAS B-1465
synh	Synechocystis sp. PCC 7338
syns	Synechocystis sp. LKSZ1
syc	Synechococcus elongatus PCC6301
syu	Synechococcus elongatus UTEX 2973
syf	Synechococcus elongatus PCC7942
syd	Synechococcus sp. CC9605
sye	Synechococcus sp. CC9902
syg	Synechococcus sp. CC9311
syr	Synechococcus sp. RCC307
syx	Synechococcus sp. WH 7803
cya	Synechococcus sp. JA-3-3Ab
cyb	Synechococcus sp. JA-2-3B'a(2-13)
syne	Synechococcus sp. PCC 6312
synp	Synechococcus sp. PCC 7502
synk	Synechococcus sp. KORDI-100
synr	Synechococcus sp. KORDI-49
synd	Synechococcus sp. KORDI-52
syh	Synechococcus sp. WH 8109
synw	Synechococcus sp. WH 8103
sync	Synechococcus sp. CB0101
syny	Synechococcus sp. SynAce01
synz	Synechococcus sp. CBW1002
synl	Synechococcus sp. LA31
syno	Synechococcus sp. NB0720_010
synu	Synechococcus sp. WH 8101
syw	Parasynechococcus marenigrum
cgc	Cyanobium gracile
cyi	Cyanobium sp. NIES-981
pma	Prochlorococcus marinus subsp. marinus CCMP1375
pmm	Prochlorococcus marinus subsp. pastoris CCMP1986
pmt	Prochlorococcus marinus MIT 9313
pmn	Prochlorococcus marinus NATL2A
pmi	Prochlorococcus marinus MIT 9312
pmb	Prochlorococcus marinus AS9601
pmc	Prochlorococcus marinus MIT 9515
pmf	Prochlorococcus marinus MIT 9303
pmg	Prochlorococcus marinus MIT 9301
pmh	Prochlorococcus marinus MIT 9215
pmj	Prochlorococcus marinus MIT 9211
pme	Prochlorococcus marinus NATL1A
prc	Prochlorococcus sp. MIT 0604
prm	Prochlorococcus sp. MIT 0801
wna	Woronichinia naegeliana
cmp	Chamaesiphon minutus
cyn	Cyanothece sp. PCC 7425
cep	Crinalium epipsammum
tvn	Thermostichus vulcanus
slw	Parathermosynechococcus lividus
tel	Thermosynechococcus vestitus
thn	Thermosynechococcus sp. NK55
thec	Thermosynechococcus sp. CL-1
they	Thermosynechococcus sp. TA-1
tsq	Thermosynechococcus sichuanensis
amr	Acaryochloris marina
acam	Acaryochloris sp. 'Moss Beach'
tsz	Trichothermofontia sichuanensis
len	Leptolyngbya sp. NIES-3755
let	Leptolyngbya sp. O-77
lbo	Leptolyngbya boryana
lept	Leptolyngbya sp. 7M
lepv	Leptolyngbya sp. 15MV
lepb	Leptolyngbya sp. BL0902
lepi	Leptolyngbya sp. IPPAS B-1204
kov	Kovacikia minuta
lsc	Leptodesmis sichuanensis
lsk	Leptothermofonsia sichuanensis
sfri	Stenomitos frigidus
hhg	Halomicronema hongdechloris
dsl	Dactylococcopsis salina
pseu	Pseudanabaena sp. PCC 7367
pser	Pseudanabaena sp. ABRG5-3
pgx	Pseudanabaena galeata
theu	Thermoleptolyngbya sichuanensis
tog	Thermoleptolyngbya oregonensis
tsin	Thermocoleostomius sinensis
glp	Gloeocapsa sp. PCC 7428
chon	Chondrocystis sp. NIES-4102
gdu	Gloeocapsopsis dulcis
gen	Geminocystis sp. NIES-3709
gee	Geminocystis sp. NIES-3708
can	Cyanobacterium aponinum
csn	Cyanobacterium stanieri
cyl	Cyanobacterium sp. HL-69
cyr	Cyanobacterium sp. IPPAS B-1200
syp	Picosynechococcus sp. PCC 7002
syv	Picosynechococcus sp. PCC 73109
syl	Picosynechococcus sp. PCC 7003
lep	Leptolyngbya sp. PCC 7376
synn	Synechococcus sp. NIES-970
pip	Picosynechococcus sp. PCC 11901
mar	Microcystis aeruginosa
mpk	Microcystis panniformis
miq	Microcystis sp. MC19
mvz	Microcystis viridis
hao	Halothece sp. PCC 7418
enn	Euhalothece natronophila
cyu	Candidatus Atelocyanobacterium thalassa
cyt	Crocosphaera subtropica
cwa	Crocosphaera watsonii
cyp	Rippkaea orientalis PCC 8801
cyh	Rippkaea orientalis PCC 8802
cyc	Gloeothece citriformis
cyj	Gloeothece verrucosa
ter	Trichodesmium erythraeum
arp	Arthrospira platensis
pagh	Planktothrix agardhii
ppsu	Planktothrix pseudagardhii
prun	Planktothrix rubescens
mvag	Microcoleus vaginatus
lfs	Limnospira fusiformis
lix	Limnospira indica
oxy	Oxynema aestuarii
oac	Oscillatoria acuminata
phor	Phormidium sp. PBR-2020
pyh	Phormidium yuhuli
oni	Oscillatoria nigro-viridis
mic	Allocoleopsis franciscana
mpro	Moorena producens
gei	Geitlerinema sp. PCC 7407
gvi	Gloeobacter violaceus
glj	Gloeobacter kilaueensis
gml	Gloeobacter morelensis
ana	Nostoc sp. PCC 7120
npu	Nostoc punctiforme
nos	Nostoc sp. PCC 7107
nop	Nostoc sp. PCC 7524
non	Nostoc sp. NIES-3756
nfl	Nostoc flagelliforme
noe	Nostoc sp. CENA543
nsh	Nostoc sphaeroides
ned	Nostoc edaphicum
npz	Nostoc piscinale
nlk	Nostoc linckia
ncw	Nostoc carneum
ncf	Nostoc cf. commune
nost	Nostoc sp. ATCC 53789
nosu	Nostoc sp. UHCC 0702
nosq	Nostoc sp. UHCC 0926
ava	Trichormus variabilis
naz	'Nostoc azollae' 0708
anb	Anabaena sp. 90
acy	Anabaena cylindrica
awa	Anabaena sp. WA102
ann	Anabaena sp. YBS01
csg	Cylindrospermum stagnale
rsin	Richelia sinica
hbq	Halotia branconii
nsp	Nodularia spumigena
nsph	Nodularia sphaerocarpa
aee	Anabaenopsis elenkinii
calo	Calothrix sp. PCC 7507
calt	Calothrix sp. PCC 6303
calh	Calothrix sp. 336/3
caln	Calothrix sp. NIES-2098
cals	Calothrix sp. NIES-3974
riv	Rivularia sp. PCC 7116
mdp	Microchaete diplosiphon
fis	Fischerella sp. NIES-3754
dou	Dolichospermum sp. UHCC 0315A
dfs	Dolichospermum flos-aquae
dht	Dolichospermum heterosporum
dcm	Dolichospermum compactum
dot	Dolichospermum sp. DET69
doz	Dolichospermum sp. UKL201
doc	Dolichospermum sp. DL01
ccur	Cylindrospermopsis curvispora
crk	Cylindrospermopsis raciborskii
aflo	Aphanizomenon flos-aquae
stoq	Sphaerospermopsis torques-reginae
skv	Sphaerospermopsis kisseleviana
rcs	Raphidiopsis curvata
ocf	Okeanomitos corallinicola
toq	Tolypothrix sp. PCC 7910
ttq	Tolypothrix tenuis
alax	Aulosira laxa
scyt	Scytonema sp. HK-05
scys	Scytonema sp. NIES-4073
bsen	Brasilonema sennae
box	Brasilonema octagenarum
ncn	Nostocales cyanobacterium HT-58-2
cthe	Chroococcidiopsis thermalis
plp	Pleurocapsa sp. PCC 7327
scs	Stanieria cyanosphaera
stan	Stanieria sp. NIES-3757
glt	Gloeomargarita lithophora
gcy	Gloeomargaritales cyanobacterium VI4D9
dtb	Desertifilum tharense
ceo	Cyanobacterium endosymbiont of Epithemia turgida
cer	Cyanobacterium endosymbiont of Rhopalodia gibberula
ceec	Cyanobacterium endosymbiont of Epithemia clementina
mbf	Candidatus Melainabacteria bacterium MEL.A1
det	Dehalococcoides mccartyi 195
deh	Dehalococcoides mccartyi CBDB1
deb	Dehalococcoides mccartyi BAV1
dev	Dehalococcoides mccartyi VS
deg	Dehalococcoides mccartyi GT
dmc	Dehalococcoides mccartyi BTF08
dmd	Dehalococcoides mccartyi DCMB5
dmg	Dehalococcoides mccartyi GY50
dmx	Dehalococcoides mccartyi CG1
dmy	Dehalococcoides mccartyi CG4
dmz	Dehalococcoides mccartyi CG5
duc	Dehalococcoides sp. UCH007
dly	Dehalogenimonas lykanthroporepellens
dew	Dehalogenimonas sp. WBC-2
dfo	Dehalogenimonas formicexedens
deth	Dehalogenimonas etheniformans
dlf	Candidatus Dehalogenimonas loeffleri
lmaj	Candidatus Lucifugimonas marina
rrs	Roseiflexus sp. RS-1
rca	Roseiflexus castenholzii
cau	Chloroflexus aurantiacus
chl	Chloroflexus aurantiacus Y-400-fl
cag	Chloroflexus aggregans
hau	Herpetosiphon aurantiacus
call	Candidatus Chlorohelix allophototropha
ttr	Thermobaculum terrenum
atm	Anaerolinea thermophila
abat	Brevefilum fermentans
psub	Pelolinea submarina
lek	Leptolinea sp. HRD-7
abao	Anaerolineaceae bacterium oral taxon 439
cap	Caldilinea aerophila
pbf	Candidatus Promineifilum breve
kbs	Ktedonosporobacter rubrisoli
kbb	Ktedonobacteria bacterium brp13
tbh	Tepidiforma bonchosmolovskayae
tfla	Tepidiforma flava
thug	Thermoflexus hugenholtzii
pmet	Phototrophicus methaneseepsis
ccz	Chthonomonas calidirosea
fgi	Fimbriimonas ginsengisoli
npy	Candidatus Nitrosymbiomonas proteolyticus
ccot	Capsulimonas corticalis
vab	Vulcanimicrobium alpinum
dra	Deinococcus radiodurans
dge	Deinococcus geothermalis
ddr	Deinococcus deserti
dmr	Deinococcus maricopensis
dpt	Deinococcus proteolyticus
dgo	Deinococcus gobiensis
dpd	Deinococcus peraridilitoris
dsw	Deinococcus radiopugnans
dch	Deinococcus soli (ex Cha et al. 2016)
dab	Deinococcus actinosclerus
dpu	Deinococcus puniceus
dez	Deinococcus irradiatisoli
dwu	Deinococcus wulumuqiensis
dfc	Deinococcus ficus
dein	Deinococcus sp. AJ005
dga	Deinococcus grandis
dph	Deinococcus psychrotolerans
drd	Deinococcus radiophilus
drb	Deinococcus rubellus
dah	Deinococcus aetherius
daqu	Deinococcus aquaticus
dtae	Deinococcus taeanensis
dmb	Deinococcus metallilatus
dsc	Deinococcus sonorensis
deid	Deinococcus sp. D7000
tra	Truepera radiovictrix
tth	Thermus thermophilus HB27
ttj	Thermus thermophilus HB8
tts	Thermus thermophilus SG0.5JP17-16
ttl	Thermus thermophilus JL-18
tsc	Thermus scotoductus
thc	Thermus sp. CCB_US3_UF1
tos	Thermus oshimai
taq	Thermus aquaticus
tpar	Thermus parvatiensis
tbc	Thermus brockianus
tant	Thermus antranikianii
mrb	Meiothermus ruber DSM 1279
mre	Meiothermus ruber DSM 1279
mtai	Meiothermus taiwanensis
msv	Allomeiothermus silvanus
opr	Oceanithermus profundus
mhd	Marinithermus hydrothermalis
tai	Thermanaerovibrio acidaminovorans
cpor	Cloacibacillus porcorum
aco	Aminobacterium colombiense
amiz	Aminobacterium sp. MB27-C1
sbr	Fretibacterium fastidiosum
tli	Thermovirga lienii
amo	Acetomicrobium mobile
ppio	Pyramidobacter piscolens
pyy	Pyramidobacter sp. YE332
aram	Aminithiophilus ramosus
tma	Thermotoga maritima MSB8
tmm	Thermotoga maritima MSB8
tmi	Thermotoga maritima MSB8
tmw	Thermotoga maritima MSB8
tmq	Thermotoga maritima Tma100
tmx	Thermotoga maritima Tma200
tpt	Thermotoga petrophila RKU-1
tnp	Thermotoga petrophila RKU-10
trq	Thermotoga sp. RQ2
tna	Thermotoga neapolitana
thq	Thermotoga sp. 2812B
thz	Thermotoga sp. Cell2
thr	Thermotoga sp. RQ7
tle	Pseudothermotoga lettingae
tta	Pseudothermotoga thermarum
phy	Pseudothermotoga hypogea
tme	Thermosipho melanesiensis
taf	Thermosipho africanus
thp	Thermosipho sp. 1063
ther	Thermosipho sp. 1070
tfe	Thermosipho ferrireducens
fno	Fervidobacterium nodosum
fpe	Fervidobacterium pennivorans
fia	Fervidobacterium islandicum
frr	Fervidobacterium riparium
fng	Fervidobacterium ngatamarikiense
ocy	Tepiditoga spiralis
pmo	Petrotoga mobilis
mpz	Marinitoga piezophila
marn	Marinitoga sp. 1137
maeo	Marinitoga aeolica
dtn	Defluviitoga tunisiensis
ocs	Oceanotoga sp. DSM 15011
kol	Kosmotoga olearia
kpf	Kosmotoga pacifica
mpg	Mesotoga prima
minf	Mesotoga infera
asac	Athalassotoga saccharophila
fnu	Fusobacterium nucleatum subsp. nucleatum ATCC 25586
fnc	Fusobacterium vincentii 3_1_36A2
fnt	Fusobacterium vincentii 3_1_27
fus	Fusobacterium animalis 4_8
fne	Fusobacterium animalis 7_1
fhw	Fusobacterium hwasookii
fpd	Fusobacterium pseudoperiodonticum
fva	Fusobacterium varium
ful	Fusobacterium ulcerans
fmo	Fusobacterium mortiferum
fgo	Fusobacterium gonidiaformans
fnf	Fusobacterium necrophorum subsp. funduliforme
fpei	Fusobacterium periodonticum
fci	Fusobacterium canifelinum
fho	Fusobacterium hominis
fpol	Fusobacterium polymorphum
ipo	Ilyobacter polytropus
csom	Cetobacterium somerae
lba	Leptotrichia buccalis
leo	Leptotrichia sp. oral taxon 212
lot	Leptotrichia sp. oral taxon 847
leq	Leptotrichia sp. oral taxon 498
lhf	Leptotrichia hofstadii
lsz	Leptotrichia shahii
lhg	Leptotrichia hongkongensis
lte	Leptotrichia trevisanii
lwd	Leptotrichia wadei
lrug	Leptotrichia rugosa
lmes	Leptotrichia mesophila
lala	Leptotrichia alba
lgo	Pseudoleptotrichia goodfellowii
str	Sebaldella termitidis
smf	Streptobacillus moniliformis
sns	Sneathia vaginalis
haby	Haliovirga abyssi
saal	Candidatus Saccharimonas aalborgensis
sox	Candidatus Nanosynbacter lyticus
nft	Candidatus Nanosynbacter featherlites
nanh	Candidatus Nanosynbacter sp. HMT-352
mvl	Candidatus Minimicrobia vallesae
mnd	Candidatus Minimicrobia naudis
mama	Candidatus Mycosynbacter amalyticus
nbj	Candidatus Nanogingivalaceae bacterium JCVI_28_bin.11
sbe	Candidatus Saccharibacteria bacterium RAAC3_TM7_1
sbag	Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
prf	Candidatus Peribacter riflensis
bana	Candidatus Bipolaricaulis anaerobius
bih	Candidatus Bipolaricaulis sibiricus
aprd	Candidatus Absconditicoccus praedator
srb	Candidate division SR1 bacterium RAAC1_SR1_1
srg	Candidate division SR1 bacterium Aalborg_AAW-1
mox	Candidatus Methylomirabilis oxygeniifera
caqa	Candidatus Chazhemtobacterium aquaticus
marw	Minisyncoccus archaeophilus
schv	Candidatus Sumerlaea chitinivorans
fsh	Candidatus Fervidibacter sacchari
dpb	Candidatus Babela massiliensis
cdes	Candidatus Chromulinivorax destructor
vpm	Vermiphilus pyriformis
tmg	Candidate division TM6 bacterium GW2011_GWF2_28_16
wwe	Candidate division WWE3 bacterium RAAC2_WWE3_1
bgw	Candidate division Kazan bacterium GW2011_GWA1_50_15
bbgw	Berkelbacteria bacterium GW2011_GWE1_39_12
mib	Candidatus Beckwithbacteria bacterium GW2011_GWC1_49_16
wba	Candidatus Woesebacteria bacterium GW2011_GWF1_31_35
pwo	Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1
cgw	Candidatus Campbellbacteria bacterium GW2011_OD1_34_28
kbn	Candidatus Kaiserbacteria bacterium NC_groundwater_79_Ag_B-0.1um_58_26
nbn	Candidatus Niyogibacteria bacterium NC_groundwater_707_Ag_S-0.2um_45_26
fbn	Candidatus Falkowbacteria bacterium NC_groundwater_1683_Pr3_B-0.1um_40_26
gbg	Candidatus Giovannonibacteria bacterium NC_groundwater_467_Ag_B-0.1um_47_26
baab	Bacterium AB1
mja	Methanocaldococcus jannaschii
mfe	Methanocaldococcus fervens
mvu	Methanocaldococcus vulcanius
mfs	Methanocaldococcus sp. FS406-22
mif	Methanocaldococcus infernus
mjh	Methanocaldococcus bathoardescens
mesg	Methanocaldococcus lauensis SG7
mesa	Methanocaldococcus lauensis SG1
mig	Methanotorris igneus
mmp	Methanococcus maripaludis S2
mmq	Methanococcus maripaludis C5
mmx	Methanococcus maripaludis C6
mmz	Methanococcus maripaludis C7
mmd	Methanococcus maripaludis X1
mmak	Methanococcus maripaludis KA1
mmao	Methanococcus maripaludis OS7
mmad	Methanococcus maripaludis DSM 2067
mae	Methanococcus aeolicus
mvn	Methanococcus vannielii
mvo	Methanococcus voltae
mok	Methanothermococcus okinawensis
metf	Methanofervidicoccus sp. A16
mth	Methanothermobacter thermautotrophicus
mmg	Methanothermobacter marburgensis
mwo	Methanothermobacter wolfeii
mtee	Methanothermobacter tenebrarum
metc	Methanothermobacter sp. CaT2
mete	Methanothermobacter sp. EMTCatA1
metz	Methanothermobacter sp. MT-2
metk	Methanothermobacter sp. KEPCO-1
mthm	Methanothermobacter sp. THM-1
metj	Methanothermobacter sp. THM-2
mst	Methanosphaera stadtmanae
metb	Methanosphaera sp. BMS
meis	Methanosphaera sp. ISO3-F5
mru	Methanobrevibacter ruminantium
msi	Methanobrevibacter smithii
meb	Methanobrevibacter sp. AbM4
mmil	Methanobrevibacter millerae
meye	Methanobrevibacter sp. YE315
mol	Methanobrevibacter olleyae
maro	Methanobrevibacter arboriphilus
metv	Methanobrevibacter sp. TLL-48-HuF1
mel	Methanobacterium lacus
mew	Methanobacterium paludis
meth	Methanobacterium sp. MB1
mfc	Methanobacterium formicicum BRM9
mfi	Methanobacterium formicicum DSM1535
mcub	Methanobacterium congolense
msub	Methanobacterium subterraneum
metn	Methanobacterium sp. MZ-A1
mett	Methanobacterium sp. BRmetb2
meto	Methanobacterium sp. BAmetb5
meme	Methanobacterium alkalithermotolerans
mfeg	Methanobacterium ferruginis
meer	Methanobacterium sp. ERen5
mrid	Methanobacterium aridiramus
mfv	Methanothermus fervidus
mka	Methanopyrus kandleri
afu	Archaeoglobus fulgidus DSM 4304
afg	Archaeoglobus fulgidus DSM 8774
apo	Archaeoglobus profundus
ave	Archaeoglobus veneficus
ast	Archaeoglobus sulfaticallidus
fpl	Ferroglobus placidus
gac	Geoglobus acetivorans
gah	Geoglobus ahangari
pfu	Pyrococcus furiosus DSM 3638
pfi	Pyrococcus furiosus COM1
pho	Pyrococcus horikoshii
pab	Pyrococcus abyssi
pyn	Pyrococcus sp. NA2
pya	Pyrococcus yayanosii
pys	Pyrococcus sp. ST04
pyc	Pyrococcus kukulkanii
tko	Thermococcus kodakarensis
ton	Thermococcus onnurineus
tga	Thermococcus gammatolerans
tsi	Thermococcus sibiricus
tba	Thermococcus barophilus
the	Thermococcus sp. 4557
tha	Thermococcus sp. AM4
thm	Thermococcus cleftensis
tlt	Thermococcus litoralis
ths	Thermococcus paralvinellae
tnu	Thermococcus nautili
teu	Thermococcus eurythermalis
tgy	Thermococcus guaymasensis
thv	Thermococcus sp. 2319x1
tch	Thermococcus chitonophagus
tpep	Thermococcus peptonophilus
tpie	Thermococcus piezophilus
tgg	Thermococcus gorgonarius
tce	Thermococcus celer
tbs	Thermococcus barossii
thh	Thermococcus sp. 5-4
tsl	Thermococcus siculi
ttd	Thermococcus thioreducens
tprf	Thermococcus profundus
trl	Thermococcus radiotolerans
tpaf	Thermococcus pacificus
thy	Thermococcus sp. P6
tic	Thermococcus indicus
tcq	Thermococcus camini
them	Thermococcus aciditolerans
thei	Thermococcus argininiproducens
ppac	Palaeococcus pacificus
mba	Methanosarcina barkeri Fusaro
mby	Methanosarcina barkeri MS
mbw	Methanosarcina barkeri Wiesmoor
mbar	Methanosarcina barkeri 227
mbak	Methanosarcina barkeri 3
mac	Methanosarcina acetivorans
mma	Methanosarcina mazei Go1
mmaz	Methanosarcina mazei Tuc01
mmj	Methanosarcina mazei S-6
mmac	Methanosarcina mazei C16
mvc	Methanosarcina vacuolata
mek	Methanosarcina sp. Kolksee
mls	Methanosarcina lacustris
metm	Methanosarcina sp. MTP4
mef	Methanosarcina sp. WH1
meq	Methanosarcina sp. WWM596
msj	Methanosarcina siciliae C2J
msz	Methanosarcina siciliae HI350
msw	Methanosarcina siciliae T4/M
mthr	Methanosarcina thermophila TM-1
